TotalLoadP_MW,TotalLoadQ_MVAR,TotalGenP_MW,TotalGenQ_MVAR,SystemLosses,AvgVoltageDev,MinVoltage,MaxLineLoading,FreqDev_Avg,FreqDev_RMS,FreqDev_Min,VoltageMag,VoltageAngle,P_inj,Q_inj,Q_margin,VSI,BusType,FreqDev_Node,LineR,LineX,LineB,LineS_flow,LOF,StabilityLabel
174.9080237694725,145.07143064099162,179.54790260570059,146.058015482962,5.626463678198462,0.015601864044243652,0.8733991780504303,0.5406585285177397,0.03661761457749352,0.03661761457749352,49.976506113403175,1.0062108866694068,-9.588310114083951,96.38918225943932,39.94655844802531,29.110519961044854,0.5090949803242604,Slack,0.011748150962771653,0.061553662888339813,0.012049228513718048,0.014381860757868993,57.22971942325502,0.5961774462954739,0
294.75110376829184,73.27713404303043,286.5632324589483,74.46099413636131,9.371731402674442,0.03824619912671628,0.9974846328710183,0.826734025273586,0.03599404067363206,0.03599404067363206,49.96796328681485,0.9675748877954314,-9.734700776802669,93.06421068218233,23.79729307073236,44.68748522859245,0.40957975133212854,PV,0.018423302651215695,0.04457509688022053,0.045391088104985856,0.10408361292114134,13.094966900369656,0.11252599482522596,0
232.5044568707964,81.1711076089411,232.9058172943526,81.6382104023739,0.8684632169890136,0.018485445552552705,0.9954376941646838,1.0425929763527801,0.04394989415641891,0.04394989415641891,49.954467159113655,0.9896849968216628,8.437484700462335,-9.380899753769661,1.7589717451487115,14.070456001948425,0.5951981984579586,Slack,-0.022865096822610412,0.08304501340604101,0.11345846474114088,0.06337755684060234,58.84264748424236,0.6871173533119324,1
114.91012873595416,148.68869366005174,120.35502412188731,145.67585047539347,8.457738570591417,0.00055221171236024,0.9723192142682251,0.994800140693332,0.022900716804098734,0.022900716804098734,49.94577368213551,0.9111066977601135,-2.8306854291145473,-6.095712856984434,41.78620555253561,66.09683141448022,0.5985388149115896,PQ,-0.01890176782843378,0.03319314888064796,0.22158579171803858,0.1311359195574905,89.84914683186939,0.9085895598860967,0
242.648957444599,126.07850486168974,243.87450139598894,128.78817666123535,3.935215750935555,0.04937955963643908,0.9284099244072991,0.7992787128509847,-0.04745808732559048,0.04745808732559048,49.94175276997508,0.9047143778530101,2.7282082252756084,17.7227177291592,20.514241469882165,91.68098265334837,0.549575337489325,Slack,0.003984109130167314,0.021103061248742172,0.2834275354618145,0.12378443863282183,72.5306439735734,0.6295040252764059,0
159.12673716754279,60.549425983027064,158.25742857720098,57.7338303551954,3.6849042181734646,0.04165099478703663,0.9824920388378302,0.7270415147036917,-0.03779120452993267,0.03779120452993267,49.92657901166237,1.036024266231863,-4.557355012307294,57.72281446496348,-9.96877738028105,41.73119707007521,0.5828687548948175,PV,0.001074730257756576,0.042323689311729126,0.07441126503651176,0.032774419793399734,40.385365426326516,0.34307343317937394,0
203.75812434867322,120.30189588951778,201.0307163962591,125.01971671672739,7.445228779623733,0.09624472949421113,0.8877673443738046,0.8480739541246698,-0.019912169018323034,0.019912169018323034,49.95160378154393,0.90553304210318,2.191286679597937,40.32148278746338,-6.9112749250006384,35.07818178129503,0.9449595315799922,PQ,0.01807054515547668,0.053562523748396505,0.13985711772619658,0.1150496869235523,63.34270514914542,0.7610183806272912,0
148.43198765548516,130.31397563798959,147.83800034440594,135.148207046938,5.428218720027644,0.039882444244455306,0.9724647809829076,1.0588415874891859,-0.03492824560345706,0.03492824560345706,49.91425187672247,1.0043719210186324,7.167176096274396,19.11506862422617,3.214462853932897,74.0034579194216,0.8857006276838293,PQ,-0.03256335709950085,0.06940283607214413,0.12215325042715583,0.18797869785997956,22.376884973139394,0.23896038831941466,0
284.9387236557126,137.7339353380981,280.0975562100157,139.3337757984399,6.441007906038692,0.08172222002012158,0.9332801217399194,0.8707554048492046,-0.025814770909954834,0.025814770909954834,49.96487495230946,1.0345823636929992,8.008361143266608,55.97217487279215,10.341787462922042,41.428861715139476,0.8355734073221437,PQ,0.03563242918780925,0.041046304585096824,0.26745332864067833,0.17167640526582742,94.20714947988527,0.8455621886160399,0
216.13732428729094,87.2282766561743,224.9399931364465,91.96491502372747,13.539307216708735,0.02839209747374657,0.895804579051659,0.8399296275103586,-0.00515758570137527,0.00515758570137527,49.89539666803754,0.9263887879016018,-9.638492727689583,39.26724582201216,0.7293625532797279,42.982190612457394,0.8465023138339374,PQ,0.015761289230034337,0.05726255173021169,0.03716568267014682,0.07986600258129237,33.86821309135529,0.3773214059976149,1
